STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl
6,1. MARINA WAKES UP.,1. MARINA ACORDA.,1. MARINA SE DESPIERTA.,1. MARINA SI SVEGLIA.,1. MARINA SE RÉVEILLE.,1. MARINA WACHT AUF.,1. マリナは起きます。,1. マリナはおきます。,1. MARINA WA OKIMASU.,1. MARINA WORDT WAKKER.
6,2. SHE WALKS TO THE KITCHEN.,2. ELA CAMINHA ATÉ A COZINHA.,2. ELLA CAMINA A LA COCINA.,2. LEI CAMMINA IN CUCINA.,2. ELLE MARCHE DANS LA CUISINE.,2. SIE GEHT IN DIE KÜCHE.,2. 彼女はキッチンへ歩きます。,2. かのじょはキッチンへあるきます。,2. KANOJO WA KICCHIN E ARUKIMASU.,2. ZIJ LOOPT NAAR DE KEUKEN.
6,3. SHE FILLS THE COFFEE MACHINE WITH WATER.,3. ELA ENCHE A CAFETEIRA COM ÁGUA.,3. ELLA LLENA LA CAFETERA CON AGUA.,3. LEI RIEMPIE LA MACCHINA DEL CAFFÈ CON ACQUA.,3. ELLE REMPLIT LA CAFETIÈRE D’EAU.,3. SIE FÜLLT DIE KAFFEEMASCHINE MIT WASSER.,3. 彼女はコーヒーメーカーに水を入れます。,3. かのじょはコーヒーメーカーにみずをいれます。,3. KANOJO WA KŌHĪ MĒKĀ NI MIZU O IREMASU.,3. ZIJ VULT DE KOFFIEMACHINE MET WATER.
6,4. SHE PUTS COFFEE IN THE FILTER.,4. ELA COLOCA CAFÉ NO FILTRO.,4. ELLA PONE CAFÉ EN EL FILTRO.,4. LEI METTE IL CAFFÈ NEL FILTRO.,4. ELLE MET LE CAFÉ DANS LE FILTRE.,4. SIE GEBEN KAFFEE IN DEN FILTER.,4. 彼女はフィルターにコーヒーを入れます。,4. かのじょはフィルターにコーヒーをいれます。,4. KANOJO WA FIRUTĀ NI KŌHĪ O IREMASU.,4. ZIJ DOET KOFFIE IN HET FILTER.
6,5. SHE TURNS ON THE COFFEE MACHINE.,5. ELA LIGA A CAFETEIRA.,5. ELLA ENCIENDE LA CAFETERA.,5. LEI ACCENDE LA MACCHINA DEL CAFFÈ.,5. ELLE ALLUME LA CAFETIÈRE.,5. SIE SCHALTE DIE KAFFEEMASCHINE EIN.,5. 彼女はコーヒーメーカーをつけます。,5. かのじょはコーヒーメーカーをつけます。,5. KANOJO WA KŌHĪ MĒKĀ O TSUKEMASU.,5. ZIJ ZET DE KOFFIEMACHINE AAN.
6,6. THE COFFEE SMELLS GOOD.,6. O CAFÉ CHEIRA BEM.,6. EL CAFÉ HUELE BIEN.,6. IL CAFFÈ ODORA BENE.,6. LE CAFÉ SENT BON.,6. DER KAFFEE RIECHT GUT.,6. コーヒーはいい匂いがします。,6. コーヒーはいいにおいがします。,6. KŌHĪ WA II NIOI GA SHIMASU.,6. DE KOFFIE RUIKT LEKKER.
6,7. SHE POURS COFFEE INTO A CUP.,7. ELA DESPEJA CAFÉ EM UMA XÍCARA.,7. ELLA SIRVE CAFÉ EN UNA TAZA.,7. LEI VERSA IL CAFFÈ IN UNA TAZZA.,7. ELLE VERSE LE CAFÉ DANS UNE TASSE.,7. SIE SCHÜTTET KAFFEE IN EINE TASSE.,7. 彼女はコーヒーをカップに注ぎます。,7. かのじょはコーヒーをカップにそそぎます。,7. KANOJO WA KŌHĪ O KAPPU NI SOSOGIMASU.,7. ZIJ GOEIT DE KOFFIE IN EEN KOPJE.
6,8. SHE ADDS SUGAR.,8. ELA ADICIONA AÇÚCAR.,8. ELLA AÑADE AZÚCAR.,8. LEI AGGIUNGE ZUCCHERO.,8. ELLE AJOUTE DU SUCRE.,8. SIE GEBEN ZUCKER HINZU.,8. 彼女は砂糖を入れます。,8. かのじょはさとうをいれます。,8. KANOJO WA SATŌ O IREMASU.,8. ZIJ VOEGT SUIKER TOE.
6,9. SHE ADDS MILK.,9. ELA ADICIONA LEITE.,9. ELLA AÑADE LECHE.,9. LEI AGGIUNGE LATTE.,9. ELLE AJOUTE DU LAIT.,9. SIE GEBEN MILCH HINZU.,9. 彼女はミルクを入れます。,9. かのじょはミルクをいれます。,9. KANOJO WA MIRUKU O IREMASU.,9. ZIJ VOEGT MELK TOE.
6,10. SHE STIRS THE COFFEE.,10. ELA MEXE O CAFÉ.,10. ELLA REVUELVE EL CAFÉ.,10. LEI MESCOLA IL CAFFÈ.,10. ELLE REMUE LE CAFÉ.,10. SIE RÜHRT DEN KAFFEE.,10. 彼女はコーヒーをかき混ぜます。,10. かのじょはコーヒーをかきまぜます。,10. KANOJO WA KŌHĪ O KAKIMAZEMASU.,10. ZIJ ROERT DE KOFFIE.
6,11. SHE DRINKS THE COFFEE AND ENJOYS IT.,11. ELA BEBE O CAFÉ E GOSTA.,11. ELLA BEBE EL CAFÉ Y LO DISFRUTA.,11. LEI BEVE IL CAFFÈ E LO GODE.,11. ELLE BOIT LE CAFÉ ET L’APPRECIE.,11. SIE TRINKT DEN KAFFEE UND GENIESST ES.,11. 彼女はコーヒーを飲んで楽しみます。,11. かのじょはコーヒーをのんでたのしみます。,11. KANOJO WA KŌHĪ O NONDE TANOSHIMIMASU.,11. ZIJ DRINKT DE KOFFIE EN GENIET ERVAN.
7,1. TYRONE HEARS HIS CAT MEOW.,1. TYRONE OUVE SEU GATO MIAR.,1. TYRONE OYE A SU GATO MAULLAR.,1. TYRONE SENTE IL SUO GATTO MIAGOLARE.,1. TYRONE ENTEND SON CHAT MIAULER.,1. TYRONE HÖRT SEINE KATZE MIAUEN.,1. タイロンは猫の鳴き声を聞きます。,1. タイロンはねこのなきごえをききます。,1. TAIRON WA NEKO NO NAKIGOE O KIKIMASU.,1. TYRONE HOORT ZIJN KAT MIJAUWEN.
7,2. HE WALKS TO THE KITCHEN.,2. ELE CAMINHA ATÉ A COZINHA.,2. ÉL CAMINA A LA COCINA.,2. LUI CAMMINA IN CUCINA.,2. IL MARCHE DANS LA CUISINE.,2. ER GEHT IN DIE KÜCHE.,2. 彼はキッチンへ歩きます。,2. かれはキッチンへあるきます。,2. KARE WA KICCHIN E ARUKIMASU.,2. HIJ LOOPT NAAR DE KEUKEN.
7,3. HE TAKES A BOWL FROM THE SHELF.,3. ELE PEGA UMA TIGELA DA PRATELEIRA.,3. ÉL TOMA UN CUENCO DEL ESTANTE.,3. LUI PRENDE UNA CIOTOLA DALLA MENSOLA.,3. IL PREND UN BOL DE L’ÉTAGÈRE.,3. ER NIMMT EINE SCHÜSSEL VOM REGAL.,3. 彼は棚からボウルを取ります。,3. かれはたなからボウルをとります。,3. KARE WA TANA KARA BŌRU O TORIMASU.,3. HIJ NEEMT EEN KOM VAN HET REK.
7,4. HE OPENS A CAN OF CAT FOOD.,4. ELE ABRE UMA LATA DE RAÇÃO.,4. ÉL ABRE UNA LATA DE COMIDA PARA GATOS.,4. LUI APRE UN BARATTOLO DI CIBO PER GATTI.,4. IL OUVRE UNE BOÎTE DE NOURRITURE POUR CHAT.,4. ER ÖFFNET EINE DOSE KATZENFUTTER.,4. 彼は猫の餌の缶を開けます。,4. かれはねこのえさのかんをあけます。,4. KARE WA NEKO NO ESA NO KAN O AKEMASU.,4. HIJ MAAKT EEN BLIK KATTENVOER OPEN.
7,5. HE PUTS THE CAT FOOD IN THE BOWL.,5. ELE COLOCA A RAÇÃO NA TIGELA.,5. ÉL PONE LA COMIDA DEL GATO EN EL CUENCO.,5. LUI METTE IL CIBO DEL GATTO NELLA CIOTOLA.,5. IL MET LA NOURRITURE POUR CHAT DANS LE BOL.,5. ER GIBT DAS KATZENFUTTER IN DIE SCHÜSSEL.,5. 彼は猫の餌をボウルに入れます。,5. かれはねこのえさをボウルにいれます。,5. KARE WA NEKO NO ESA O BŌRU NI IREMASU.,5. HIJ DOET HET KATTENVOER IN DE KOM.
7,6. HE FILLS ANOTHER BOWL WITH WATER.,6. ELE ENCHE OUTRA TIGELA COM ÁGUA.,6. ÉL LLENA OTRO CUENCO CON AGUA.,6. LUI RIEMPIE UN’ALTRA CIOTOLA D’ACQUA.,6. IL REMPLIT UN AUTRE BOL D’EAU.,6. ER FÜLLT EINE ANDERE SCHÜSSEL MIT WASSER.,6. 彼は別のボウルに水を入れます。,6. かれはべつのボウルにみずをいれます。,6. KARE WA BETSU NO BŌRU NI MIZU O IREMASU.,6. HIJ VULT EEN ANDERE KOM MET WATER.
7,7. THE CAT EATS QUICKLY.,7. O GATO COME RÁPIDO.,7. EL GATO COME RÁPIDO.,7. IL GATTO MANGIA VELOCEMENTE.,7. LE CHAT MANGE RAPIDEMENT.,7. DIE KATZE FRISCHT SCHNELL.,7. 猫は早く食べます。,7. ねこははやくたべます。,7. NEKO WA HAYAKU TABEMASU.,7. DE KAT EET SNEL.
7,8. HE WATCHES THE CAT EAT THE FOOD.,8. ELE OBSERVA O GATO COMER A COMIDA.,8. ÉL MIRA AL GATO COMER LA COMIDA.,8. LUI GUARDA IL GATTO MANGIARE IL CIBO.,8. IL REGARDE LE CHAT MANGER LA NOURRITURE.,"8. ER SIEHT ZU, WIE DIE KATZE FRISCHT.",8. 彼は猫が食べるのを見ます。,8. かれはねこがたべるのをみます。,8. KARE WA NEKO GA TABERU NO O MIMASU.,8. HIJ KIJKT NAAR DE KAT DIE HET ETEN EET.
7,9. THE CAT FINISHES AND LICKS ITS PAWS.,9. O GATO TERMINA E LAMBE AS PATAS.,9. EL GATO TERMINA Y LAME SUS PATAS.,9. IL GATTO FINISCE E LECCA LE SUE ZAMPE.,9. LE CHAT FINIT ET LÈCHE SES PATTES.,9. DIE KATZE IST FERTIG UND LECKT IHRE PFOTEN.,9. 猫は食べ終わって、足をなめます。,9. ねこはたべおわって、あしをなめます。,"9. NEKO WA TABE OWATTE, ASHI O NAME MASU.",9. DE KAT MAAKT HET OP EN LIKT ZIJN POTEN.
7,10. HE PETS THE CAT AND SMILES.,10. ELE FAZ CARINHO NO GATO E SORRI.,10. ÉL ACARICIA AL GATO Y SONRÍE.,10. LUI ACCAREZZA IL GATTO E SORRIDE.,10. IL CÂLINE LE CHAT ET SOURIT.,10. ER STREICHELT DIE KATZE UND LÄCHELT.,10. 彼は猫を撫でて笑います。,10. かれはねこをなでてわらいます。,10. KARE WA NEKO O NADETE WARAIMASU.,10. HIJ STREELT DE KAT EN GLIMLACHT.
8,1. JEFF GETS A BOWL OF RICE.,1. JEFF PEGA UMA TIGELA DE ARROZ.,1. JEFF TOMA UN CUENCO DE ARROZ.,1. JEFF PRENDE UNA CIOTOLA DI RISO.,1. JEFF PREND UN BOL DE RIZ.,1. JEFF NEHMT EINE SCHÜSSEL REIS.,1. ジェフはご飯の入ったボウルを取ります。,1. じぇふはごはんのはいったぼうるをとります。,1. JEFU WA GOHAN NO HAITTA BŌRU O TORIMASU.,1. JEFF PAKT EEN KOM RIJST.
8,"2. A BOWL, A SPOON, AND A PLATE.","2. UMA TIGELA, UMA COLHER E UM PRATO.","2. UN CUENCO, UNA CUCHARA Y UN PLATO.","2. UNA CIOTOLA, UN CUCCHIAIO E UN PIATTO.","2. UN BOL, UNE CUILLÈRE ET UNE ASSIETTE.","2. EINE SCHÜSSEL, EIN LÖFFEL UND EIN TELLER.",2. ボウル、スプーン、そして皿。,2. ぼうる、すぷーん、そしてさら。,"2. BŌRU, SUPŪN, SOSHITE SARA.","2. EEN KOM, EEN LEPEL EN EEN BORD."
8,3. HE OPENS THE POT OF RICE.,3. ELE ABRE A PANELA DE ARROZ.,3. ÉL ABRE LA OLLA DE ARROZ.,3. LUI APRE LA PENTOLA DI RISO.,3. IL OUVRE LA CASSEROLE DE RIZ.,3. ER ÖFFNET DEN REISTOPF.,3. 彼はご飯の鍋を開けます。,3. かれはごはんのなべをあけます。,3. KARE WA GOHAN NO NABE O AKEMASU.,3. HIJ OPENT DE RIJSTPOT.
8,4. HE PUTS RICE IN THE BOWL.,4. ELE COLOCA O ARROZ NA TIGELA.,4. ÉL PONE EL ARROZ EN EL CUENCO.,4. LUI METTE IL RISO NELLA CIOTOLA.,4. IL MET LE RIZ DANS LE BOL.,4. ER GIBT DEN REIS IN DIE SCHÜSSEL.,4. 彼はご飯をボウルに入れます。,4. かれはごはんをぼうるにいれます。,4. KARE WA GOHAN O BŌRU NI IREMASU.,4. HIJ DOET DE RIJST IN DE KOM.
8,"5. HE SPILLS RICE ON THE PLATE, AND ON THE TABLE.",5. ELE DERRAMA ARROZ NO PRATO E NA MESA.,5. ÉL DERRAMA ARROZ EN EL PLATO Y EN LA MESA.,5. LUI SPARA IL RISO SUL PIATTO E SUL TAVOLO.,5. IL RENVERSE LE RIZ SUR L’ASSIETTE ET LA TABLE.,5. ER VERSCHÜTTET REIS AUF DEN TELLER UND DEN TISCH.,5. 彼は皿とテーブルにご飯をこぼします。,5. かれはさらとてーぶるにごはんをこぼします。,5. KARE WA SARA TO TĒBURU NI GOHAN O KOBO SHIMASU.,5. HIJ MORST RIJST OP HET BORD EN DE TAFEL.
8,6. HE GETS THE RICE FROM THE PLATE.,6. ELE PEGA O ARROZ DO PRATO.,6. ÉL TOMA EL ARROZ DEL PLATO.,6. LUI PRENDE IL RISO DAL PIATTO.,6. IL PREND LE RIZ DE L’ASSIETTE.,6. ER NIMMT DEN REIS VOM TELLER.,6. 彼は皿からご飯を取ります。,6. かれはさらからごはんをとります。,6. KARE WA SARA KARA GOHAN O TORIMASU.,6. HIJ PAKT DE RIJST VAN HET BORD.
8,7. AND PUTS IT IN THE BOWL.,7. E ELE COLOCA NA TIGELA.,7. Y LO PONE EN EL CUENCO.,7. E LO METTE NELLA CIOTOLA.,7. ET IL LE MET DANS LE BOL.,7. UND ER GIBT ES IN DIE SCHÜSSEL.,7. そしてそれをボウルに入れます。,7. そしてそれをぼうるにいれます。,7. SOSHITE SORE O BŌRU NI IREMASU.,7. EN HIJ DOET HET IN DE KOM.
8,8. HE CLOSES THE POT OF RICE.,8. ELE FECHA A PANELA DE ARROZ.,8. ÉL CIERRA LA OLLA DE ARROZ.,8. LUI CHIUDE LA PENTOLA DI RISO.,8. IL FERME LA CASSEROLE DE RIZ.,8. ER SCHLIESST DEN REISTOPF.,8. 彼はご飯の鍋を閉めます。,8. かれはごはんのなべをしめます。,8. KARE WA GOHAN NO NABE O SHIMEMASU.,8. HIJ DICHT DE RIJSTPOT.
8,9. HE GETS SALT.,9. ELE PEGA SAL.,9. ÉL TOMA SAL.,9. LUI PRENDE IL SALE.,9. IL PREND DU SEL.,9. ER NIMMT SALZ.,9. 彼は塩を取ります。,9. かれはしおをとります。,9. KARE WA SHIO O TORIMASU.,9. HIJ PAKT ZOUT.
8,10. HE PUTS SALT IN THE BOWL WITH A SPOON.,10. ELE COLOCA SAL NA TIGELA COM UMA COLHER.,10. ÉL PONE SAL EN EL CUENCO CON UNA CUCHARA.,10. LUI METTE IL SALE NELLA CIOTOLA CON UN CUCCHIAIO.,10. IL MET LE SEL DANS LE BOL AVEC UNE CUILLÈRE.,10. ER GIBT SALZ IN DIE SCHÜSSEL MIT EINEM LÖFFEL.,10. 彼はスプーンでボウルに塩を入れます。,10. かれはすぷーんでぼうるにしおをいれます。,10. KARE WA SUPŪN DE BŌRU NI SHIO O IREMASU.,10. HIJ DOET ZOUT IN DE KOM MET EEN LEPEL.
8,11. HE GETS WATER.,11. ELE PEGA ÁGUA.,11. ÉL TOMA AGUA.,11. LUI PRENDE L’ACQUA.,11. IL PREND DE L’EAU.,11. ER NIMMT WASSER.,11. 彼は水を取ります。,11. かれはみずをとります。,11. KARE WA MIZU O TORIMASU.,11. HIJ PAKT WATER.
8,12. HE POURS WATER IN THE BOWL.,12. ELE DESPEJA ÁGUA NA TIGELA.,12. ÉL VIERTE AGUA EN EL CUENCO.,12. LUI VERSA L’ACQUA NELLA CIOTOLA.,12. IL VERT L’EAU DANS LE BOL.,12. ER SCHÜTTET WASSER IN DIE SCHÜSSEL.,12. 彼はボウルに水を注ぎます。,12. かれはぼうるにみずをそそぎます。,12. KARE WA BŌRU NI MIZU O SOSOGIMASU.,12. HIJ GEEFT WATER IN DE KOM.
8,13. HE EATS RICE WITH WATER.,13. ELE COME ARROZ COM ÁGUA.,13. ÉL COME ARROZ CON AGUA.,13. LUI MANGIA IL RISO CON ACQUA.,13. IL MANGE LE RIZ AVEC DE L’EAU.,13. ER ISST REIS MIT WASSER.,13. 彼は水と一緒にご飯を食べます。,13. かれはみずといっしょにごはんをたべます。,13. KARE WA MIZU TO ISSHO NI GOHAN O TABEMASU.,13. HIJ EET RIJST MET WATER.
8,14. HE CHEWS.,14. ELE MASTIGA.,14. ÉL MASTICA.,14. LUI MASTICA.,14. IL MÂCHE.,14. ER KAUFT.,14. 彼は噛みます。,14. かれはかみます。,14. KARE WA KAMIMASU.,14. HIJ KAUT.
8,15. HE SWALLOWS.,15. ELE ENGOLE.,15. ÉL TRAGA.,15. LUI DEGLUTISCE.,15. IL AVALÉ.,15. ER SCHLUCKT.,15. 彼は飲み込みます。,15. かれはのみこみます。,15. KARE WA NOMIKOMIMASU.,15. HIJ SLUKT.
9,1. SARAH GRABS A BOOK FROM THE SHELF.,1. SARAH PEGA UM LIVRO DA PRATELEIRA.,1. SARAH TOMA UN LIBRO DEL ESTANTE.,1. SARAH PRENDE UN LIBRO DALLA MENSOLA.,1. SARAH PREND UN LIVRE SUR L’ÉTAGÈRE.,1. SARAH GREIFT EIN BUCH VOM REGAL.,1. サラは棚から本を取ります。,1. さらはたなからほんをとります。,1. SARA WA TANA KARA HON O TORIMASU.,1. SARAH GRIJPT EEN BOEK VAN HET REK.
9,2. SHE WALKS TO A COMFORTABLE CHAIR.,2. ELA CAMINHA ATÉ UMA POLTRONA CONFORTÁVEL.,2. ELLA CAMINA A UNA SILLA CÓMODA.,2. LEI CAMMINA VERSO UNA POLTRONA CONFORTEVOLE.,2. ELLE MARCHE VERS UN FAUTEUIL CONFORTABLE.,2. SIE GEHT ZU EINEM BEQUEMEN STUHL.,2. 彼女は快適な椅子へ歩きます。,2. かのじょはかいてきないすへあるきます。,2. KANOJO WA KAITEKI NA ISU E ARUKIMASU.,2. ZE LOOPT NAAR EEN COMFORTABELE STOEL.
9,3. SHE SITS ON THE COMFORTABLE CHAIR.,3. ELA SE SENTA NA POLTRONA CONFORTÁVEL.,3. ELLA SE SIENTA EN LA SILLA CÓMODA.,3. LEI SI SIEDE SULLA POLTRONA CONFORTEVOLE.,3. ELLE S’ASSOIT SUR LE FAUTEUIL CONFORTABLE.,3. SIE SETZT SICH AUF DEN BEQUEMEN STUHL.,3. 彼女は快適な椅子に座ります。,3. かのじょはかいてきないすにすわります。,3. KANOJO WA KAITEKI NA ISU NI SUWARIMASU.,3. ZE GAAT ZITTEN OP DE COMFORTABELE STOEL.
9,4. SHE OPENS THE BOOK.,4. ELA ABRE O LIVRO.,4. ELLA ABRE EL LIBRO.,4. LEI APRE IL LIBRO.,4. ELLE OUVRE LE LIVRE.,4. SIE ÖFFNET DAS BUCH.,4. 彼女は本を開きます。,4. かのじょはほんをひらきます。,4. KANOJO WA HON O HIRAKIMASU.,4. ZE OPENT HET BOEK.
9,5. SHE READS THE FIRST PAGE.,5. ELA LÊ A PRIMEIRA PÁGINA.,5. ELLA LEE LA PRIMERA PÁGINA.,5. LEI LEGGE LA PRIMA PAGINA.,5. ELLE LIT LA PREMIÈRE PAGE.,5. SIE LIEST DIE ERSTE SEITE.,5. 彼女は最初のページを読みます。,5. かのじょはさいしょのページをよみます。,5. KANOJO WA SAISHO NO PĒJI O YOMIMASU.,5. ZE LEEST DE EERSTE PAGINA.
9,6. SHE READS CAREFULLY.,6. ELA LÊ CUIDADOSAMENTE.,6. ELLA LEE CON CUIDADO.,6. LEI LEGGE ATTENTAMENTE.,6. ELLE LIT ATTENTIVEMENT.,6. SIE LIEST SORGFÄLTIG.,6. 彼女は注意深く読みます。,6. かのじょはちゅういぶかくよみます。,6. KANOJO WA CHŪI BUKAKU YOMIMASU.,6. ZE LEEST VOORZICHTIG.
9,7. SHE FLIPS THE PAGE.,7. ELA VIRAR A PÁGINA.,7. ELLA PASA LA PÁGINA.,7. LEI VOLTA LA PAGINA.,7. ELLE TOURNE LA PAGE.,7. SIE BLÄTTERT UM.,7. 彼女はページをめくります。,7. かのじょはページをめくります。,7. KANOJO WA PĒJI O MEKURI MASU.,7. ZE SLAAT DE PAGINA OM.
9,8. SHE FINISHES READING THE STORY.,8. ELA TERMINA DE LER A HISTÓRIA.,8. ELLA TERMINA DE LEER LA HISTORIA.,8. LEI FINISCE DI LEGGERE LA STORIA.,8. ELLE FINIT DE LIRE L’HISTOIRE.,8. SIE BEENDEN DAS LESEN DER GESCHICHTE.,8. 彼女は話を読み終えます。,8. かのじょははなしをよみおえます。,8. KANOJO WA HANASHI O YOMI OEMASU.,8. ZE HEEFT HET VERHAAL UITGELEZEN.
9,9. SHE CLOSES THE BOOK.,9. ELA FECHA O LIVRO.,9. ELLA CIERRA EL LIBRO.,9. LEI CHIUDE IL LIBRO.,9. ELLE FERME LE LIVRE.,9. SIE SCHLIESST DAS BUCH.,9. 彼女は本を閉じます。,9. かのじょはほんをとじます。,9. KANOJO WA HON O TOJIMASU.,9. ZE SLUIT HET BOEK.
10,1. MARINA WALKS TO THE KITCHEN.,1. MARINA CAMINHA ATÉ A COZINHA.,1. MARINA CAMINA A LA COCINA.,1. MARINA CAMMINA IN CUCINA.,1. MARINA MARCHE DANS LA CUISINE.,1. MARINA GEHT IN DIE KÜCHE.,1. マリナはキッチンへ歩きます。,1. マリナはキッチンへあるきます。,1. MARINA WA KICCHIN E ARUKIMASU.,1. MARINA LOOPT NAAR DE KEUKEN.
10,2. SHE GETS A TEA BAG.,2. ELA PEGA UM SAQUINHO DE CHÁ.,2. ELLA TOMA UNA BOLSA DE TÉ.,2. LEI PRENDE UNA BUSTINA DI TÈ.,2. ELLE PREND UN SACHET DE THÉ.,2. SIE NIMMT EIN TEEBEUTEL.,2. 彼女はティーバッグを取ります。,2. かのじょはティーバッグをとります。,2. KANOJO WA TĪBAGGU O TORIMASU.,2. ZE NEEMT EEN THEEZAKJE.
10,3. SHE PUTS THE TEA BAG IN THE CUP.,3. ELA COLOCA O SAQUINHO DE CHÁ NA XÍCARA.,3. ELLA PONE LA BOLSA DE TÉ EN LA TAZA.,3. LEI METTE LA BUSTINA DI TÈ NELLA TAZZA.,3. ELLE MET LE SACHET DE THÉ DANS LA TASSE.,3. SIE LEGT DEN TEEBEUTEL IN DIE TASSE.,3. 彼女はティーバッグをカップに入れます。,3. かのじょはティーバッグをカップにいれます。,3. KANOJO WA TĪBAGGU O KAPPU NI IREMASU.,3. ZE DOET HET THEEZAKJE IN DE KOP.
10,4. SHE GETS THE KETTLE.,4. ELA PEGA A CHALEIRA.,4. ELLA TOMA LA TETERA.,4. LEI PRENDE IL BOLLITORE.,4. ELLE PREND LA BOUILLOIRE.,4. SIE NIMMT DEN WASSERKOCHER.,4. 彼女はやかんを取ります。,4. かのじょはやかんをとります。,4. KANOJO WA YAKAN O TORIMASU.,4. ZE NEEMT DE WATERKOKER.
10,5. SHE PUTS WATER IN THE KETTLE.,5. ELA COLOCA ÁGUA NA CHALEIRA.,5. ELLA PONE AGUA EN LA TETERA.,5. LEI METTE L’ACQUA NEL BOLLITORE.,5. ELLE MET DE L’EAU DANS LA BOUILLOIRE.,5. SIE FÜLLT WASSER IN DEN WASSERKOCHER.,5. 彼女はやかんに水を入れます。,5. かのじょはやかんにみずをいれます。,5. KANOJO WA YAKAN NI MIZU O IREMASU.,5. ZE DOET WATER IN DE WATERKOKER.
10,6. SHE PUTS THE KETTLE ON THE STOVE.,6. ELA COLOCA A CHALEIRA NO FOGÃO.,6. ELLA PONE LA TETERA EN LA ESTUFA.,6. LEI METTE IL BOLLITORE SUL FORNELLO.,6. ELLE MET LA BOUILLOIRE SUR LA CUISINIÈRE.,6. SIE STELLT DEN WASSERKOCHER AUF DEN HERD.,6. 彼女はやかんをコンロに置きます。,6. かのじょはやかんをコンロにおきます。,6. KANOJO WA YAKAN O KONRO NI OKIMASU.,6. ZE ZET DE WATERKOKER OP HET FORNUIS.
10,7. SHE TURNS ON THE STOVE.,7. ELA LIGA O FOGÃO.,7. ELLA ENCIENDE LA ESTUFA.,7. LEI ACCENDE IL FORNELLO.,7. ELLE ALLUME LA CUISINIÈRE.,7. SIE SCHALTE DEN HERD EIN.,7. 彼女はコンロをつけます。,7. かのじょはコンロをつけます。,7. KANOJO WA KONRO O TSUKEMASU.,7. ZE ZET HET FORNUIS AAN.
10,8. THE WATER IS HOT.,8. A ÁGUA ESTÁ QUENTE.,8. EL AGUA ESTÁ CALIENTE.,8. L’ACQUA È CALDA.,8. L’EAU EST CHAUDE.,8. DAS WASSER IST HEIß.,8. 水は熱いです。,8. みずはあついです。,8. MIZU WA ATSUI DESU.,8. HET WATER IS HEET.
10,9. STEAM COMES OUT OF THE KETTLE.,9. O VAPOR SAI DA CHALEIRA.,9. EL VAPOR SALE DE LA TETERA.,9. IL VAPORE ESCE DAL BOLLITORE.,9. LA VAPEUR SORT DE LA BOUILLOIRE.,9. DAMPF KOMMT AUS DEM WASSERKOCHER.,9. やかんから蒸気が出ます。,9. やかんからじょうきがでます。,9. YAKAN KARA JŌKI GA DEMASU.,9. STOM KOMT UIT DE WATERKOKER.
10,10. SHE TURNS OFF THE STOVE.,10. ELA DESLIGA O FOGÃO.,10. ELLA APAGA LA ESTUFA.,10. LEI SPEGNE IL FORNELLO.,10. ELLE ÉTEINT LA CUISINIÈRE.,10. SIE SCHALTE DEN HERD AUS.,10. 彼女はコンロを消します。,10. かのじょはコンロをけします。,10. KANOJO WA KONRO O KESHIMASU.,10. ZE ZET HET FORNUIS UIT.
10,11. SHE POURS HOT WATER IN THE CUP.,11. ELA DESPEJA ÁGUA QUENTE NA XÍCARA.,11. ELLA VIERTE AGUA CALIENTE EN LA TAZA.,11. LEI VERSA ACQUA CALDA NELLA TAZZA.,11. ELLE VERSE DE L’EAU CHAUDE DANS LA TASSE.,11. SIE GIEßT HEISSES WASSER IN DIE TASSE.,11. 彼女はカップに熱い水を注ぎます。,11. かのじょはカップにあついみずをそそぎます。,11. KANOJO WA KAPPU NI ATSUI MIZU O SOSOGIMASU.,11. ZE GOEIT HEET WATER IN DE KOP.
10,12. SHE TAKES THE TEA BAG OUT OF THE CUP.,12. ELA TIRA O SAQUINHO DE CHÁ DA XÍCARA.,12. ELLA SACA LA BOLSA DE TÉ DE LA TAZA.,12. LEI TOGLIE LA BUSTINA DI TÈ DALLA TAZZA.,12. ELLE RETIRE LE SACHET DE THÉ DE LA TASSE.,12. SIE NIMMT DEN TEEBEUTEL AUS DER TASSE.,12. 彼女はカップからティーバッグを取ります。,12. かのじょはカップからティーバッグをとります。,12. KANOJO WA KAPPU KARA TĪBAGGU O TORIMASU.,12. ZE NEEMT HET THEEZAKJE UIT DE KOP.
10,13. SHE DRINKS THE TEA.,13. ELA BEBE O CHÁ.,13. ELLA TOMA EL TÉ.,13. LEI BEVE IL TÈ.,13. ELLE BOIT LE THÉ.,13. SIE TRINKT DEN TEE.,13. 彼女はお茶を飲みます。,13. かのじょはおちゃをのみます。,13. KANOJO WA OCHA O NOMIMASU.,13. ZE DRINKT DE THEE.
10,14. SHE GIVES A CUP OF TEA TO JOHN.,14. ELA DÁ UMA XÍCARA DE CHÁ PARA JOHN.,14. ELLA DA UNA TAZA DE TÉ A JOHN.,14. LEI DÀ UNA TAZZA DI TÈ A JOHN.,14. ELLE DONNE UNE TASSE DE THÉ À JOHN.,14. SIE GIBT JOHN EINE TASSE TEE.,14. 彼女はジョンにカップのお茶を渡します。,14. かのじょはジョンにカップのおちゃをわたします。,14. KANOJO WA JON NI KAPPU NO OCHA O WATASHIMASU.,14. ZE GEEFT JOHN EEN KOP THEE.
