STORY,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI
21,2. SHE ADDS THE FRUITS TO THE BLENDER.,2. ELA COLOCA AS FRUTAS NO LIQUIDIFICADOR.,2. AÑADE LAS FRUTAS A LA LICUADORA.,2. METTE LA FRUTTA NEL FRULLATORE.,2. ELLE MET LES FRUITS DANS LE MIXEUR.,2. SIE GIBT DIE FRÜCHTE IN DEN MIXER.,2. 彼女はフルーツをブレンダーに入れる。,2. かのじょはフルーツをブレンダーにいれる。,2. KANOJO WA FURŪTSU WO BURENDĀ NI IRERU.
21,3. SHE POURS SOME MILK INTO THE BLENDER.,3. ELA COLOCA UM POUCO DE LEITE NO LIQUIDIFICADOR.,3. VIERTE UN POCO DE LECHE EN LA LICUADORA.,3. VERSA UN PO’ DI LATTE NEL FRULLATORE.,3. ELLE VERSE DU LAIT DANS LE MIXEUR.,3. SIE GIBT ETWAS MILCH IN DEN MIXER.,3. 彼女はブレンダーに牛乳を入れる。,3. かのじょはブレンダーにぎゅうにゅうをいれる。,3. KANOJO WA BURENDĀ NI GYŪNYŪ WO IRERU.
21,4. SHE ADDS YOGURT TO THE MIXTURE.,4. ELA COLOCA IOGURTE NA MISTURA.,4. AÑADE YOGUR A LA MEZCLA.,4. AGGIUNGE LO YOGUR ALLA MISCELA.,4. ELLE AJOUTE DU YAOURT AU MÉLANGE.,4. SIE FÜGT JOGHURT ZUM MIX HINZU.,4. 彼女は混ぜ物にヨーグルトを加える。,4. かのじょはまぜものにヨーグルトをくわえる。,4. KANOJO WA MAZEMONO NI YŌGURUTO WO KUWAERU.
21,5. SHE TURNS ON THE BLENDER AND HOLDS THE LID SHUT.,5. ELA LIGA O LIQUIDIFICADOR E SEGURA A TAMPA.,5. ENCIENDE LA LICUADORA Y SUJETA LA TAPA.,5. ACCENDE IL FRULLATORE E TIENE CHIUSO IL COPERCHIO.,5. ELLE MET LE MIXEUR EN MARCHE ET TIENT LE COUVERCLE.,5. SIE SCHALTET DEN MIXER EIN UND HÄLT DEN DECKEL FEST.,5. 彼女はブレンダーを回して蓋を押さえる。,5. かのじょはブレンダーをまわしてふたをおさえる。,5. KANOJO WA BURENDĀ WO MAWASHITE FUTA WO OSAERU.
21,6. SHE POURS THE SMOOTHIE INTO A GLASS.,6. ELA DESPEJA O SMOOTHIE NUM COPO.,6. VIERTE EL BATIDO EN UN VASO.,6. VERSA LO SMOOTHIE IN UN BICCHIERE.,6. ELLE VERSE LE SMOOTHIE DANS UN VERRE.,6. SIE GIEßT DEN SMOOTHIE IN EIN GLAS.,6. 彼女はスムージーをグラスに注ぐ。,6. かのじょはスムージーをグラスにそそぐ。,6. KANOJO WA SUMŪJĪ WO GURASU NI SOSOGU.
21,7. SHE ADDS A STRAW.,7. ELA COLOCA UM CANUDO.,7. PONE UNA PAJILLA.,7. METTE UNA CANNUCCIA.,7. ELLE MET UNE PAILLE.,7. SIE STECKT EINEN STROHHALM EIN.,7. 彼女はストローを入れる。,7. かのじょはストローをいれる。,7. KANOJO WA SUTORŌ WO IRERU.
21,8. SHE TAKES A SIP.,8. ELA DÁ UM GOLINHO.,8. TOMA UN SORBO.,8. PRENDE UN SORSO.,8. ELLE PREND UNE GORGÉE.,8. SIE NIMMT EINEN SCHNIPSEL.,8. 彼女は一口飲む。,8. かのじょはひとくちのむ。,8. KANOJO WA HITOKUCHI NOMU.
21,9. SHE PUTS THE BLENDER AWAY.,9. ELA GUARDA O LIQUIDIFICADOR.,9. GUARDA LA LICUADORA.,9. METTE VIA IL FRULLATORE.,9. ELLE RANGE LE MIXEUR.,9. SIE RÄUMT DEN MIXER WEG.,9. 彼女はブレンダーを片付ける。,9. かのじょはブレンダーをかたづける。,9. KANOJO WA BURENDĀ WO KATAZUKERU.
21,10. SHE ENJOYS THE SMOOTHIE.,10. ELA APROVEITA O SMOOTHIE.,10. DISFRUTA DEL BATIDO.,10. GUSTA LO SMOOTHIE.,10. ELLE DÉGUSTE LE SMOOTHIE.,10. SIE GENIEßT DEN SMOOTHIE.,10. 彼女はスムージーを楽しむ。,10. かのじょはスムージーをたのしむ。,10. KANOJO WA SUMŪJĪ WO TANOSHIMU.
22,1. EUGENIA LOOKS AT THE ROOM.,1. EUGENIA OLHA PARA O QUARTO.,1. EUGENIA MIRA LA HABITACIÓN.,1. EUGENIA GUARDA LA STANZA.,1. EUGENIA REGARDE LA PIÈCE.,1. EUGENIA SCHAUT SICH DAS ZIMMER AN.,1. ユージニアは部屋を見る。,1. ユージニアはへやをみる。,1. YŪJINIA WA HEYA WO MIRU.
22,2. SHE CHOOSES A NEW COLOR FOR THE WALLS.,2. ELA ESCOLHE UMA NOVA COR PARA AS PAREDES.,2. ELLA ELIGE UN NUEVO COLOR PARA LAS PAREDES.,2. SCEGLIE UN NUOVO COLORE PER LE PARETI.,2. ELLE CHOISIT UNE NOUVELLE COULEUR POUR LES MURS.,2. SIE WÄHLT EINE NEUE FARBE FÜR DIE WÄNDE.,2. 彼女は壁の新しい色を選ぶ。,2. かのじょはかべのあたらしいいろをえらぶ。,2. KANOJO WA KABE NO ATARASHII IRO WO ERABU.
22,3. SHE PAINTS THE WALLS.,3. ELA PINTA AS PAREDES.,3. ELLA PINTA LAS PAREDES.,3. DIPINGE LE PARETI.,3. ELLE PEINT LES MURS.,3. SIE STREICHT DIE WÄNDE.,3. 彼女は壁を塗る。,3. かのじょはかべをぬる。,3. KANOJO WA KABE WO NURU.
22,4. SHE ARRANGES THE FURNITURE.,4. ELA ORGANIZA OS MÓVEIS.,4. ELLA ARREGLA LOS MUEBLES.,4. SISTEMA I MOBILI.,4. ELLE RANGE LES MEUBLES.,4. SIE RICHTET DIE MÖBEL AUF.,4. 彼女は家具を整える。,4. かのじょはかぐをととのえる。,4. KANOJO WA KAGU WO TOTONOERU.
22,5. SHE HANGS A PICTURE ON THE WALL.,5. ELA PENDE UM QUADRO NA PAREDE.,5. CUELGA UN CUADRO EN LA PARED.,5. APPENDE UN QUADRO SUL MURO.,5. ELLE ACCROCHE UN TABLEAU AU MUR.,5. SIE HÄNGT EIN BILD AN DIE WAND.,5. 彼女は壁に絵を掛ける。,5. かのじょはかべにえをかける。,5. KANOJO WA KABE NI E WO KAKERU.
22,6. SHE PLACES A RUG ON THE FLOOR.,6. ELA COLOCA UM TAPETE NO CHÃO.,6. COLOCA UNA ALFOMBRA EN EL SUELO.,6. METTE UN TAPPETO SUL PAVIMENTO.,6. ELLE PLACE UN TAPIS SUR LE SOL.,6. SIE LEGT EINEN TEPPICH AUF DEN BODEN.,6. 彼女は床にラグを置く。,6. かのじょはゆかにラグをおく。,6. KANOJO WA YUKA NI RAGU WO OKU.
22,7. SHE ADDS DECORATIVE CUSHIONS.,7. ELA ADICIONA ALMOFADAS DECORATIVAS.,7. AÑADE COJINES DECORATIVOS.,7. AGGIUNGE CUSCINI DECORATIVI.,7. ELLE AJOUTE DES COUSSINS DÉCORATIFS.,7. SIE LEGT DEKORATIVE KISSEN HINZU.,7. 彼女は装飾用クッションを置く。,7. かのじょはそうしょくようクッションをおく。,7. KANOJO WA SŌSHOKUYŌ KUSSHON WO OKU.
22,8. SHE CHECKS THE ROOM'S LOOK.,8. ELA VERIFICA A APARÊNCIA DO QUARTO.,8. ELLA REVISE EL ASPECTO DE LA HABITACIÓN.,8. CONTROLLA L’ASPETTO DELLA STANZA.,8. ELLE VÉRIFIE L’APPARENCE DE LA PIÈCE.,8. SIE PRÜFT DAS AUSSEHEN DES ZIMMERS.,8. 彼女は部屋の見た目を確認する。,8. かのじょはへやのみためをかくにんする。,8. KANOJO WA HEYA NO MITAME WO KAKUNIN SURU.
22,9. SHE ADDS SOME PLANTS.,9. ELA COLOCA ALGUMAS PLANTAS.,9. AÑADE ALGUNAS PLANTAS.,9. AGGIUNGE DELLE PIANTE.,9. ELLE AJOUTE QUELQUES PLANTES.,9. SIE STELLT EINIGE PFLANZEN HINZU.,9. 彼女は植物を置く。,9. かのじょはしょくぶつをおく。,9. KANOJO WA SHOKUBUTSU WO OKU.
22,10. SHE STEPS BACK AND ADMIRES THE ROOM.,10. ELA AFASTA-SE E ADMIRA O QUARTO.,10. SE ALEJA Y ADMIRA LA HABITACIÓN.,10. SI ALLONTA E AMMIRA LA STANZA.,10. ELLE RECULE ET ADMIRE LA PIÈCE.,10. SIE TRETET ZURÜCK UND BEWUNDERT DAS ZIMMER.,10. 彼女は一歩下がって部屋を眺める。,10. かのじょはいっぽさがってへやをながめる。,10. KANOJO WA IPPO SAGATTE HEYA WO NAGAMERU.
23,1. JONATHAN TIES HIS SHOES.,1. JONATHAN AMARRA SEUS SAPATOS.,1. JONATHAN ATA SUS ZAPATOS.,1. JONATHAN ALLACIA LE SCARPE.,1. JONATHAN LACE SES CHAUSSURES.,1. JONATHAN BINDEN SEINE SCHUHE.,1. ジョナサンは靴を結ぶ。,1. ジョナサンはくつをむすぶ。,1. JONASAN WA KUTSU WO MUSUBU.
23,2. HE STEPS OUTSIDE.,2. ELE SAI FORA.,2. SALE AFUERA.,2. ESCE FUORI.,2. IL SORT DEHORS.,2. ER GEHT NACH DRAUSSEN.,2. 彼は外に出る。,2. かれはそとにでる。,2. KARE WA SOTO NI DERU.
23,3. HE STARTS WALKING DOWN THE STREET.,3. ELE COMEÇA A ANDAR PELA RUA.,3. EMPIEZA A CAMINAR POR LA CALLE.,3. INIZIA A CAMMINARE PER LA STRADA.,3. IL COMMENCE À MARCHER DANS LA RUE.,3. ER BEGINNT DIE STRASSE HINUNTERZUGEHEN.,3. 彼は通りを歩き始める。,3. かれはとおりをあるきはじめる。,3. KARE WA TŌRI WO ARUKIHajimeru.
23,4. HE ENJOYS THE SCENERY.,4. ELE APROVEITA A CENA.,4. DISFRUTA DEL PAISAJE.,4. SI GODDE IL PAESAGGIO.,4. IL PROFITE DU PAYSAGE.,4. ER GENIEßT DIE LANDSCHAFT.,4. 彼は景色を楽しむ。,4. かれはけしきをたのしむ。,4. KARE WA KESHIKI WO TANOSHIMU.
23,5. HE WALKS PAST THE PARK.,5. ELE PASSA PELO PARQUE.,5. PASA POR EL PARQUE.,5. PASSA DAL PARCO.,5. IL PASSE DEVANT LE PARC.,5. ER GEHT AM PARK VORBEI.,5. 彼は公園を通る。,5. かれはこうえんをとおる。,5. KARE WA KŌEN WO TŌRU.
23,6. HE WAVES TO A NEIGHBOR.,6. ELE ACENA PARA UM VIZINHO.,6. SALUDA A UN VECINO.,6. SALUTA UN VICINO.,6. IL SALUE UN VOISIN.,6. ER WINKT EINEM NACHBAR.,6. 彼は隣人に手を振る。,6. かれはりんじんにてをふる。,6. KARE WA RINJIN NI TE WO FURU.
23,7. HE GOES AROUND THE CORNER.,7. ELE DOBRA NA ESQUINA.,7. DOBLA EN LA ESQUINA.,7. GIRA ALL’ANGOLO.,7. IL TOURNE LE COIN.,7. ER GEHT UM DIE ECKE.,7. 彼は角を曲がる。,7. かれはかどをまがる。,7. KARE WA KADO WO MAGARU.
23,8. HE CROSSES THE STREET.,8. ELE ATRAVESSA A RUA.,8. CRUZA LA CALLE.,8. ATTRAVERSA LA STRADA.,8. IL TRAVERSE LA RUE.,8. ER ÜBERQUERT DIE STRASSE.,8. 彼は通りを渡る。,8. かれはとおりをわたる。,8. KARE WA TŌRI WO WATARU.
23,9. HE ARRIVES AT HOME.,9. ELE CHEGA EM CASA.,9. LLEGA A CASA.,9. ARRIVA A CASA.,9. IL ARRIVE CHEZ LUI.,9. ER KOMMT ZUHAUSE AN.,9. 彼は家に着く。,9. かれはいえにつく。,9. KARE WA IE NI TSUKU.
24,1. HITOSHI GETS IN THE CAR.,1. HITOSHI ENTRA NO CARRO.,1. HITOSHI SE SUBE AL COCHE.,1. HITOSHI SALE IN AUTO.,1. HITOSHI ENTRE DANS LA VOITURE.,1. HITOSHI STEIGT INS AUTO EIN.,1. ひとしは車に乗る。,1. ひとしはくるまにのる。,1. HITOSHI WA KURUMA NI NORU.
24,2. HE PUTS ON HIS SEATBELT.,2. ELE COLOCA O CINTO DE SEGURANÇA.,2. SE PONE EL CINTURÓN DE SEGURIDAD.,2. METTE LA CINTURA DI SICUREZZA.,2. IL MET SA CEINTURE.,2. ER GURTET SICH AN.,2. 彼はシートベルトを締める。,2. かれはシートベルトをしめる。,2. KARE WA SĪTOBERUTO WO SHIMERU.
24,3. HE STARTS THE ENGINE.,3. ELE LIGA O MOTOR.,3. ENCIENDE EL MOTOR.,3. ACCENDE IL MOTORE.,3. IL DÉMARRE LE MOTEUR.,3. ER STARTET DEN MOTOR.,3. 彼はエンジンをかける。,3. かれはエンジンをかける。,3. KARE WA ENJIN WO KAKERU.
24,4. HE ADJUSTS THE MIRRORS.,4. ELE AJUSTA OS ESPELHOS.,4. AJUSTA LOS ESPEJOS.,4. REGOLA GLI SPECCHI.,4. IL RÈGLE LES RÉTROVISEURS.,4. ER STELLT DIE SPIEGEL EIN.,4. 彼はミラーを調整する。,4. かれはミラーをちょうせいする。,4. KARE WA MIRĀ WO CHŌSEI SURU.
24,5. HE PUTS THE CAR IN DRIVE.,5. ELE COLOCA O CARRO EM MARCHA.,5. PONE EL COCHE EN MARCHA.,5. METTE L’AUTO IN MARCIA.,5. IL MET LA VOITURE EN MARCHE.,5. ER GIBT DEN WAGEN IN GANG.,5. 彼は車をドライブに入れる。,5. かれはくるまをドライブにいれる。,5. KARE WA KURUMA WO DORAIBU NI IRERU.
24,6. HE CHECKS THE SURROUNDINGS.,6. ELE VERIFICA AO REDOR.,6. VERIFICA LOS ALREDEDORES.,6. CONTROLLA I DINTORNI.,6. IL VÉRIFIE LES ENVIRONS.,6. ER ÜBERPRÜFT DIE UMGEBUNG.,6. 彼は周囲を確認する。,6. かれはしゅういをかくにんする。,6. KARE WA SHŪI WO KAKUNIN SURU.
24,7. HE LOOKS OUT THE WINDOW.,7. ELE OLHA PELA JANELA.,7. MIRA POR LA VENTANA.,7. GUARDA DAL FINESTRO.,7. IL REGARDE PAR LA FENÊTRE.,7. ER SCHAUT AUS DEM FENSTER.,7. 彼は窓の外を見る。,7. かれはまどのそとをみる。,7. KARE WA MADO NO SOTO WO MIRU.
24,8. HE DRIVES DOWN THE STREET.,8. ELE DIRIGE PELA RUA.,8. CONDUCE POR LA CALLE.,8. GUIDA PER LA STRADA.,8. IL CONDUIT DANS LA RUE.,8. ER FÄHRT DIE STRASSE HINUNTER.,8. 彼は通りを運転する。,8. かれはとおりをうんてんする。,8. KARE WA TŌRI WO UNTEN SURU.
24,9. HE TURNS THE STEERING WHEEL.,9. ELE GIRAR O VOLANTE.,9. GIRA EL VOLANTE.,9. GIRA IL VOLANTE.,9. IL TOURNE LE VOLANT.,9. ER DREHT DAS LENKRAD.,9. 彼はハンドルを回す。,9. かれはハンドルをまわす。,9. KARE WA HANDORU WO MAWASU.
24,10. HE PARKS THE CAR.,10. ELE ESTACIONA O CARRO.,10. ESTACIONA EL COCHE.,10. PARCHEGGIA L’AUTO.,10. IL GARDE LA VOITURE.,10. ER PARKT DAS AUTO.,10. 彼は車を駐車する。,10. かれはくるまをちゅうしゃする。,10. KARE WA KURUMA WO CHŪSHA SURU.
24,11. HE STOPS COMPLETELY.,11. ELE PARA COMPLETAMENTE.,11. SE DETIENE COMPLETAMENTE.,11. SI FERMA COMPLETAMENTE.,11. IL S’ARRÊTE COMPLÈTEMENT.,11. ER HÄLT VOLLSTÄNDIG AN.,11. 彼は完全に止まる。,11. かれはかんぜんにとまる。,11. KARE WA KANZEN NI TOMARU.
24,12. HE TURNS OFF THE ENGINE.,12. ELE DESLIGA O MOTOR.,12. APAGA EL MOTOR.,12. SPEGNE IL MOTORE.,12. IL ÉTEINT LE MOTEUR.,12. ER SCHALTET DEN MOTOR AUS.,12. 彼はエンジンを切る。,12. かれはエンジンをきる。,12. KARE WA ENJIN WO KIRU.
25,1. ANNA GRABS A SUITCASE.,1. ANNA PEGA UMA MALA.,1. ANNA TOMA UNA MALETA.,1. ANNA PRENDE UNA VALIGIA.,1. ANNA PREND UNE VALISE.,1. ANNA GREIFT NACH EINEM KOFFER.,1. アンナはスーツケースを取る。,1. アンナはスーツケースをとる。,1. ANNA WA SŪTSUKĒSU WO TORU.
25,2. SHE LAYS OUT THE CLOTHES ON THE BED.,2. ELA ESPALHA AS ROUPAS NA CAMA.,2. COLOCA LA ROPA EN LA CAMA.,2. DISPONE I VESTITI SUL LETTO.,2. ELLE ÉTEND LES VÊTEMENTS SUR LE LIT.,2. SIE LEGT DIE KLEIDUNG AUF DAS BETT.,2. 彼女は服をベッドに広げる。,2. かのじょはふくをベッドにひろげる。,2. KANOJO WA FUKU WO BEDDO NI HIROGERU.
25,3. SHE FOLDS THEM NEATLY.,3. ELA DOBRA-AS ORGANIZADAMENTE.,3. LAS DOBLA ORDENADAMENTE.,3. LE PIEGA ORDINATAMENTE.,3. ELLE LES PLIE SOIGNEUSEMENT.,3. SIE FALTE SIE ORDENTLICH.,3. 彼女はきちんと折りたたむ。,3. かのじょはきちんとおりたたむ。,3. KANOJO WA KICHINTO ORITATAMU.
25,4. SHE PACKS TOILETRIES IN A BAG.,4. ELA COLOCA OS PRODUTOS DE HIGIENE EM UMA BOLSA.,4. GUARDA LOS ARTÍCULOS DE HIGIENE EN UNA BOLSA.,4. METTE I PRODOTTI DI TOILETTE IN UNA BORSA.,4. ELLE MET LES ARTICLES DE TOILETTE DANS UN SAC.,4. SIE PACKT DIE TOILETTENARTIKEL IN EINE TASCHE.,4. 彼女はトイレタリーをバッグに入れる。,4. かのじょはトイレタリーをバッグにいれる。,4. KANOJO WA TOIRETARĪ WO BAGGU NI IRERU.
25,5. SHE PLACES THE TOILETRIES IN THE SUITCASE.,5. ELA COLOCA OS PRODUTOS DE HIGIENE NA MALA.,5. PONE LOS ARTÍCULOS DE HIGIENE EN LA MALETA.,5. METTE I PRODOTTI DI TOILETTE NELLA VALIGIA.,5. ELLE PLACE LES ARTICLES DE TOILETTE DANS LA VALISE.,5. SIE LEGT DIE TOILETTENARTIKEL IN DEN KOFFER.,5. 彼女はトイレタリーをスーツケースに入れる。,5. かのじょはトイレタリーをスーツケースにいれる。,5. KANOJO WA TOIRETARĪ WO SŪTSUKĒSU NI IRERU.
25,6. SHE ZIPS THE SUITCASE CLOSED.,6. ELA ZIPA A MALA.,6. CIERRA LA MALETA CON CREMALLERA.,6. CHIUDE LA VALIGIA.,6. ELLE FERME LA VALISE.,6. SIE REIßVERSCHLIESST DEN KOFFER.,6. 彼女はスーツケースを閉める。,6. かのじょはスーツケースをしめる。,6. KANOJO WA SŪTSUKĒSU WO SHIMERU.
25,7. SHE LIFTS THE SUITCASE.,7. ELA LEVA A MALA.,7. LEVANTA LA MALETA.,7. SOLLEVA LA VALIGIA.,7. ELLE SOULÈVE LA VALISE.,7. SIE HEBT DEN KOFFER AUF.,7. 彼女はスーツケースを持ち上げる。,7. かのじょはスーツケースをもちあげる。,7. KANOJO WA SŪTSUKĒSU WO MOCHIAGERU.
25,8. SHE SETS IT BY THE DOOR.,8. ELA A COLOCA AO LADO DA PORTA.,8. LA COLOCA JUNTO A LA PUERTA.,8. LA POSA ACCANTO ALLA PORTA.,8. ELLE LA PLACE PRÈS DE LA PORTE.,8. SIE STELLT SIE NEBEN DIE TÜR.,8. 彼女はドアのそばに置く。,8. かのじょはドアのそばにおく。,8. KANOJO WA DOA NO SOBA NI OKU.
26,1. SARAH GRABS A SHOPPING LIST.,1. SARAH PEGA UMA LISTA DE COMPRAS.,1. SARAH TOMA UNA LISTA DE COMPRAS.,1. SARAH PRENDE UNA LISTA DELLA SPESA.,1. SARAH PREND LA LISTE DE COURSES.,1. SARAH NIMMT EINE EINKAUFSLISTE.,1. サラは買い物リストを取る。,1. サラはかいものリストをとる。,1. SARA WA KAIMONO RISUTO WO TORU.
26,2. SHE ENTERS THE GROCERY STORE.,2. ELA ENTRA NO MERCADO.,2. ENTRA EN EL SUPERMERCADO.,2. ENTRA NEL SUPERMERCATO.,2. ELLE ENTRE DANS L’ÉPICERIE.,2. SIE BETRITT DEN SUPERMARKT.,2. 彼女はスーパーに入る。,2. かのじょはスーパーにはいる。,2. KANOJO WA SŪPĀ NI HAIRU.
26,3. SHE PICKS UP A BASKET.,3. ELA PEGA UMA CESTA.,3. TOMA UNA CESTA.,3. PRENDE UN CESTINO.,3. ELLE PREND UN PANIER.,3. SIE NIMMT EINEN KORB.,3. 彼女はバスケットを取る。,3. かのじょはバスケットをとる。,3. KANOJO WA BASUKETTO WO TORU.
26,4. SHE GOES TO THE PRODUCE SECTION.,4. ELA VAI PARA A SEÇÃO DE FRUTAS E LEGUMES.,4. VA A LA SECCIÓN DE FRUTAS Y VERDURAS.,4. VA ALLA SEZIONE FRUTTA E VERDURA.,4. ELLE VA AU RAYON FRUITS ET LÉGUMES.,4. SIE GEHT ZUR OBST- UND GEMÜSEABTEILUNG.,4. 彼女は野菜と果物のコーナーに行く。,4. かのじょはやさいとかもものコーナーにいく。,4. KANOJO WA YASAI TO KUDAMONO NO KŌNĀ NI IKU.
26,5. SHE ADDS FRUITS AND VEGETABLES TO HER BASKET.,5. ELA ADICIONA FRUTAS E LEGUMES NA CESTA.,5. AGREGA FRUTAS Y VERDURAS A SU CESTA.,5. AGGIUNGE FRUTTA E VERDURA AL CESTINO.,5. ELLE AJOUTE DES FRUITS ET LÉGUMES DANS SON PANIER.,5. SIE LEGT FRÜCHTE UND GEMÜSE IN DEN KORB.,5. 彼女は果物と野菜をバスケットに入れる。,5. かのじょはくだものとやさいをバスケットにいれる。,5. KANOJO WA KUDAMONO TO YASAI WO BASUKETTO NI IRERU.
26,6. SHE GOES TO THE DAIRY AISLE.,6. ELA VAI PARA O CORREDOR DE LATICÍNIOS.,6. VA AL PASILLO DE LÁCTEOS.,6. VA AL REPARTO LATTICINI.,6. ELLE VA DANS LE RAYON PRODUITS LAITIERS.,6. SIE GEHT ZUR MILCHABTEILUNG.,6. 彼女は乳製品コーナーに行く。,6. かのじょはにゅうせいひんコーナーにいく。,6. KANOJO WA NYŪSEIHIN KŌNĀ NI IKU.
26,7. SHE PICKS UP MILK AND EGGS.,7. ELA PEGA LEITE E OVOS.,7. TOMA LECHE Y HUEVOS.,7. PRENDE LATTE E UOVA.,7. ELLE PREND DU LAIT ET DES ŒUFS.,7. SIE NIMMT MILCH UND EIER.,7. 彼女は牛乳と卵を取る。,7. かのじょはぎゅうにゅうとたまごをとる。,7. KANOJO WA GYŪNYŪ TO TAMAGO WO TORU.
26,8. SHE CHECKS OUT AT THE REGISTER.,8. ELA PASSA PELO CAIXA.,8. PAGA EN LA CAJA.,8. PASSA ALLA CASSA.,8. ELLE PASSE À LA CAISSE.,8. SIE GEHT ZUR KASSE.,8. 彼女はレジに行く。,8. かのじょはレジにいく。,8. KANOJO WA REJI NI IKU.
26,9. SHE PAYS FOR THE GROCERIES.,9. ELA PAGA AS COMPRAS.,9. PAGA POR LOS COMPRAS.,9. PAGA LA SPESA.,9. ELLE PAIE LES COURSES.,9. SIE BEZAHLT DEN EINKAUF.,9. 彼女は買い物の代金を払う。,9. かのじょはかいもののだいきんをはらう。,9. KANOJO WA KAIMONO NO DAIKIN WO HARAU.
26,10. SHE LEAVES THE GROCERY STORE.,10. ELA SAI DO MERCADO.,10. SALE DEL SUPERMERCADO.,10. ESCE DAL SUPERMERCATO.,10. ELLE QUITTE L’ÉPICERIE.,10. SIE VERLÄSST DEN SUPERMARKT.,10. 彼女はスーパーを出る。,10. かのじょはスーパーをでる。,10. KANOJO WA SŪPĀ WO DERU.
26,11. SHE TAKES THE GROCERIES HOME.,11. ELA LEVA AS COMPRAS PARA CASA.,11. LLEVA LAS COMPRAS A CASA.,11. PORTA LA SPESA A CASA.,11. ELLE RAMÈNE LES COURSES À LA MAISON.,11. SIE BRINGT DEN EINKAUF NACH HAUSE.,11. 彼女は買ったものを家に持って帰る。,11. かのじょはかったものをいえにもちかえる。,11. KANOJO WA KATTA MONO WO IE NI MOCHIKAERU.
27,1. JEFF GRABS A BUCKET AND A SHOVEL.,1. JEFF PEGA UM BALDE E UMA PÁ.,1. JEFF TOMA UN CUBO Y UNA PALA.,1. JEFF PRENDE UN SECCHIO E UNA PALETTA.,1. JEFF PREND UN SEAU ET UNE PELLE.,1. JEFF NIMMT EINEN EIMER UND EINE SCHAUFEL.,1. ジェフはバケツとシャベルを取る。,1. ジェフはバケツとシャベルをとる。,1. JEFF WA BAKETSU TO SHABERU WO TORU.
27,2. HE DIGS A HOLE IN THE SAND.,2. ELE CAVA UM BURACO NA AREIA.,2. CAVA UN HUECO EN LA ARENA.,2. SCAVA UN BUCO NELLA SABBIA.,2. IL CREUSE UN TROU DANS LE SABLE.,2. ER GRÄBT EIN LOCH IM SAND.,2. 彼は砂に穴を掘る。,2. かれはすなにあなをほる。,2. KARE WA SUNA NI ANA WO HORU.
27,3. HE FILLS THE BUCKET WITH SAND.,3. ELE ENCHE O BALDE DE AREIA.,3. LLENA EL CUBO DE ARENA.,3. RIEMPIE IL SECCHIO DI SABBIA.,3. IL REMPLIT LE SEAU DE SABLE.,3. ER FÜLLT DEN EIMER MIT SAND.,3. 彼はバケツに砂を入れる。,3. かれはバケツにすなをいれる。,3. KARE WA BAKETSU NI SUNA WO IRERU.
27,4. HE TURNS THE BUCKET UPSIDE DOWN.,4. ELE VIRA O BALDE DE CABEÇA PARA BAIXO.,4. VOLTEA EL CUBO AL REVÉS.,4. RIBALTA IL SECCHIO.,4. IL RENVERSE LE SEAU.,4. ER STELLT DEN EIMER UMGEDREHT AUF.,4. 彼はバケツを逆さにする。,4. かれはバケツをさかさにする。,4. KARE WA BAKETSU WO SAKASA NI SURU.
27,5. HE SHAPES THE SANDCASTLE.,5. ELE MODELA O CASTELO DE AREIA.,5. DA FORMA AL CASTILLO DE ARENA.,5. MODELLA IL CASTELLO DI SABBIA.,5. IL MODELE LE CHÂTEAU DE SABLE.,5. ER FORMt DIE SANDBURG.,5. 彼は砂の城を形作る。,5. かれはすのしろをかたちづくる。,5. KARE WA SUNO SHIRO WO KATACHIDUKURU.
27,6. HE ADDS TOWERS AND WALLS.,6. ELE ADICIONA TORRES E MUROS.,6. AGREGA TORRES Y MUROS.,6. AGGIUNGE TORRI E MURI.,6. IL AJOUTE DES TOURS ET DES MURS.,6. ER FÜGT TÜRME UND MAUERN HINZU.,6. 彼は塔と壁を追加する。,6. かれはとうとへきをついかする。,6. KARE WA TŌ TO HEKI WO TSUIKA SURU.
27,7. HE DECORATES THE CASTLE WITH SHELLS.,7. ELE DECORA O CASTELO COM CONCHAS.,7. DECORA EL CASTILLO CON CONCHAS.,7. DECORA IL CASTELLO CON LE CONCHIGLIE.,7. IL DÉCORE LE CHÂTEAU AVEC DES COQUILLAGES.,7. ER DEKORIERT DIE BURG MIT MUSCHELN.,7. 彼は砂の城を貝で飾る。,7. かれはすのしろをかいでかざる。,7. KARE WA SUNO SHIRO WO KAI DE KAZARU.
27,8. HE SMOOTHS OUT THE SAND.,8. ELE ALISA A AREIA.,8. ALISA LA ARENA.,8. LISCE LA SABBIA.,8. IL LISSE LE SABLE.,8. ER GLÄTTET DEN SAND.,8. 彼は砂をならす。,8. かれはすなをならす。,8. KARE WA SUNA WO NARASU.
27,9. HE ADMIRES THE CASTLE.,9. ELE ADMIRA O CASTELO.,9. ADMIRA EL CASTILLO.,9. AMMIRA IL CASTELLO.,9. IL ADMIRE LE CHÂTEAU.,9. ER BEWUNDERT DIE BURG.,9. 彼は砂の城を眺める。,9. かれはすのしろをながめる。,9. KARE WA SUNO SHIRO WO NAGAMERU.
