Story,File,en,pt,es,it,fr,de,ja,HIRAGANA,ROMAJI,nl,,,,,,
6,,TURN ON – TURN OFF,LIGAR – DESLIGAR,ENCENDER – APAGAR,ACCENDERE – SPEGNERE,ALLUMER – ÉTEINDRE,EINSCHALTEN – AUSSCHALTEN,付ける – 消す,つける – けす,TSUKERU – KESU,AANZETTEN – UITZETTEN,,,,,,
6,,TURN ON COFFEE MACHINE,LIGAR MÁQUINA DE CAFÉ,ENCENDER CAFETERA,ACCENDERE MACCHINA DEL CAFFÈ,ALLUMER LA MACHINE À CAFÉ,KAFFEEMASCHINE EINSCHALTEN,コーヒーメーカーを付ける,こーひーめーかーをつける,KO-HI- ME-KA- O TSUKERU,KOFFIEMACHINE AANZETTEN,,,,,,
6,,GOOD SMELL – BAD SMELL,CHEIRO BOM – CHEIRO RUIM,BUEN OLOR – MAL OLOR,BUON ODORE – CATTIVO ODORE,BONNE ODEUR – MAUVAISE ODEUR,GUTER GERUCH – SCHLECHTER GERUCH,良い匂い – 悪い匂い,いいにおい – わるいにおい,II NIOI – WARUI NIOI,GOEDE GEUR – SLECHTE GEUR,,,,,,
6,,COFFEE SMELLS GOOD,CAFÉ CHEIRA BEM,EL CAFÉ HUELE BIEN,IL CAFFÈ HA UN BUON ODORE,LE CAFÉ SENT BON,DER KAFFEE RIECHT GUT,コーヒーは良い匂い,こーひーはいいにおい,KO-HI- WA II NIOI,KOFFIE RUIKT GOED,,,,,,
6,,CUP,XÍCARA,TAZA,TAZZA,TASSE,TASSE,カップ,かっぷ,KAPPU,KOPJE,,,,,,
6,,POUR COFFEE,DESPEJAR CAFÉ,VERTER CAFÉ,VERSARE CAFFÈ,VERSER LE CAFÉ,KAFFEE EINGIESSEN,コーヒーを注ぐ,こーひーをそそぐ,KO-HI- O SOSOGU,KOFFIE INSCHENKEN,,,,,,
6,,POUR COFFEE INTO CUP,DESPEJAR CAFÉ NA XÍCARA,VERTER CAFÉ EN LA TAZA,VERSARE CAFFÈ NELLA TAZZA,VERSER LE CAFÉ DANS LA TASSE,KAFFEE IN DIE TASSE GIESSEN,カップにコーヒーを注ぐ,かっぷにこーひーをそそぐ,KAPPU NI KO-HI- O SOSOGU,KOFFIE IN KOPJE SCHENKEN,,,,,,
6,,SUGAR,AÇÚCAR,AZÚCAR,ZUCCHERO,SUCRE,ZUCKER,砂糖,さとう,SATOU,SUIKER,,,,,,
6,,ADD SUGAR,ADICIONAR AÇÚCAR,AÑADIR AZÚCAR,AGGIUNGERE ZUCCHERO,AJOUTER DU SUCRE,ZUCKER HINZUFÜGEN,砂糖を入れる,さとうをいれる,SATOU O IRERU,SUIKER TOEVOEGEN,,,,,,
6,,MILK,LEITE,LECHE,LATTE,LAIT,MILCH,牛乳,ぎゅうにゅう,GYUUNYUU,MELK,,,,,,
6,,ADD MILK,ADICIONAR LEITE,AÑADIR LECHE,AGGIUNGERE LATTE,AJOUTER DU LAIT,MILCH HINZUFÜGEN,牛乳を入れる,ぎゅうにゅうをいれる,GYUUNYUU O IRERU,MELK TOEVOEGEN,,,,,,
6,,STIR,MEXER,MEZCLAR,MESCOLARE,MÉLANGER,RÜHREN,混ぜる,まぜる,MAZERU,ROEREN,,,,,,
6,,ENJOY,APROVEITAR,DISFRUTAR,GODERE,APPRÉCIER,GENIESSEN,楽しむ,たのしむ,TANOSHIMU,GENIETEN,,,,,,
6,,ENJOY COFFEE,APROVEITAR CAFÉ,DISFRUTAR EL CAFÉ,GODERSI IL CAFFÈ,APPRÉCIER LE CAFÉ,KAFFEE GENIESSEN,コーヒーを楽しむ,こーひーをたのしむ,KOOHII O TANOSHIMU,VAN KOFFIE GENIETEN,,,,,,
7,,HEAR,OUVIR,OÍR,SENTIRE,ENTENDRE,HÖREN,聞く,きく,KIKU,HOREN,,,,,,
7,,CAT,GATO,GATO,GATTO,CHAT,KATZE,猫,ねこ,NEKO,KAT,,,,,,
7,,DOG,CACHORRO,PERRO,CANE,CHIEN,HUND,犬,いぬ,INU,HOND,,,,,,
7,,MEOW,MIADO,MAULLIDO,MIAGOLIO,MIAOU,MIAUEN,にゃー,にゃー,NYAA,MIAUW,,,,,,
7,,BARK,LATIDO,LADRIDO,ABBAIO,ABOIEMENT,BELLEN,ワンワン,わんわん,WAN WAN,BLAFFEN,,,,,,
7,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く – 走る,あるく – はしる,ARUKU – HASHIRU,LOPEN – RENNEN,,,,,,
7,,GET A TOWEL,PEGAR UMA TOALHA,AGARRAR UNA TOALLA,PRENDERE UN ASCIUGAMANO,PRENDRE UNE SERVIETTE,EIN HANDTUCH HOLEN,タオルを取る,たおるをとる,TAORU O TORU,EEN HANDDOEK PAKKEN,,,,,,
7,,BOWL,TIGELA,BOL,CIOTOLA,BOL,SCHÜSSEL,ボール,ぼーる,BO-RU,KOM,,,,,,
7,,SHELF,PRATELEIRA,ESTANTE,SCAFFALE,ÉTAGÈRE,REGAL,棚,たな,TANA,PLANK,,,,,,
7,,OPEN – CLOSE,ABRIR – FECHAR,ABRIR – CERRAR,APRIRE – CHIUDERE,OUVRIR – FERMER,ÖFFNEN – SCHLIESSEN,開ける – 閉める,あける – しめる,AKERU – SHIMERU,OPENEN – SLUITEN,,,,,,
7,,CAN,LATA,LATA,LATTINA,BOÎTE,DOSE,缶,かん,KAN,BLIK,,,,,,
7,,FOOD,COMIDA,COMIDA,CIBO,NOURRITURE,ESSEN,食べ物,たべもの,TABEMONO,ETEN,,,,,,
7,,CAN OF CAT FOOD,LATA DE COMIDA DE GATO,LATA DE COMIDA PARA GATO,LATTINA DI CIBO PER GATTI,BOÎTE DE NOURRITURE POUR CHAT,DOSENFUTTER FÜR KATZEN,猫の缶詰,ねこのかんづめ,NEKO NO KANZUME,KATTENVOER IN BLIK,,,,,,
7,,PUT CAT FOOD IN BOWL,COLOCAR COMIDA DE GATO NA TIGELA,PONER COMIDA DE GATO EN EL BOL,METTERE CIBO PER GATTI NELLA CIOTOLA,METTRE LA NOURRITURE POUR CHAT DANS LE BOL,KATZENFUTTER IN DIE SCHÜSSEL GEBEN,猫の餌をボールに入れる,ねこのえさをぼーるにいれる,NEKO NO ESA O BO-RU NI IRERU,KATTENVOER IN DE KOM DOEN,,,,,,
7,,POUR CAT FOOD IN BOWL,DESPEJAR COMIDA DE GATO NA TIGELA,VERTER COMIDA DE GATO EN EL BOL,VERSARE CIBO PER GATTI NELLA CIOTOLA,VERSER LA NOURRITURE POUR CHAT DANS LE BOL,KATZENFUTTER IN DIE SCHÜSSEL SCHÜTTEN,猫の餌を注ぐ,ねこのえさをそそぐ,NEKO NO ESA O SOSOGU,KATTENVOER INSCHENKEN,,,,,,
7,,WATER,ÁGUA,AGUA,ACQUA,EAU,WASSER,水,みず,MIZU,WATER,,,,,,
7,,FILL BOWL WITH WATER,ENCHER TIGELA COM ÁGUA,LLENAR EL BOL CON AGUA,RIEMPIRE LA CIOTOLA CON ACQUA,REMPLIR LE BOL D’EAU,DIE SCHÜSSEL MIT WASSER FÜLLEN,ボールに水を入れる,ぼーるにみずをいれる,BO-RU NI MIZU O IRERU,KOM MET WATER VULLEN,,,,,,
7,,THIS – ANOTHER,ISTO – OUTRO,ESTE – OTRO,QUESTO – UN ALTRO,CECI – UN AUTRE,DIESER – EIN ANDERER,これ – 別の,これ – べつの,KORE – BETSU NO,DIT – EEN ANDERE,,,,,,
7,,THIS BOWL – ANOTHER BOWL,ESTA TIGELA – OUTRA TIGELA,ESTE BOL – OTRO BOL,QUESTA CIOTOLA – UN’ALTRA CIOTOLA,CE BOL – UN AUTRE BOL,DIESE SCHÜSSEL – EINE ANDERE SCHÜSSEL,このボール – 別のボール,このぼーる – べつのぼーる,KONO BO-RU – BETSU NO BO-RU,DEZE KOM – EEN ANDERE KOM,,,,,,
7,,EAT ,COMER,COMER,MANGIARE,MANGER,ESSEN,食べる,たべる,TABERU,ETEN,,,,,,
7,,SLOW – QUICK,DEVAGAR – RÁPIDO,LENTO – RÁPIDO,LENTO – VELOCE,LENT – RAPIDE,LANGSAM – SCHNELL,遅い – 早い,おそい – はやい,OSOI – HAYAI,LANGZAAM – SNEL,,,,,,
7,,MOVE SLOWLY – MOVE QUICKLY,MOVER DEVAGAR – MOVER RÁPIDO,MOVERSE LENTO – MOVERSE RÁPIDO,MUOVERSI LENTAMENTE – VELOCEMENTE,BOUGER LENTEMENT – RAPIDEMENT,SICH LANGSAM – SCHNELL BEWEGEN,ゆっくり動く – 早く動く,ゆっくりうごく – はやくうごく,YUKKURI UGOKU – HAYAKU UGOKU,LANGZAAM – SNEL BEWEGEN,,,,,,
7,,EAT SLOWLY – EAT QUICKLY,COMER DEVAGAR – COMER RÁPIDO,COMER DESPACIO – COMER RÁPIDO,MANGIARE LENTAMENTE – VELOCEMENTE,MANGER LENTEMENT – RAPIDEMENT,LANGSAM – SCHNELL ESSEN,ゆっくり食べる – 早く食べる,ゆっくりたべる – はやくたべる,YUKKURI TABERU – HAYAKU TABERU,LANGZAAM – SNEL ETEN,,,,,,
7,,WATCH TELEVISION,ASSISTIR TELEVISÃO,VER LA TELEVISIÓN,GUARDARE LA TELEVISIONE,REGARDER LA TÉLÉVISION,FERNSEHEN,テレビを見る,てれびをみる,TEREBI O MIRU,TELEVISIE KIJKEN,,,,,,
7,,WATCH CAT,OBSERVAR O GATO,MIRAR AL GATO,GUARDARE IL GATTO,REGARDER LE CHAT,DIE KATZE BEOBACHTEN,猫を見る,ねこをみる,NEKO O MIRU,NAAR DE KAT KIJKEN,,,,,,
7,,FLY ,VOAR,VOLAR,VOLARE,VOLER,FLIEGEN,飛ぶ,とぶ,TOBU,VLIEGEN,,,,,,
7,,SEE A BIRD FLY,VER UM PÁSSARO VOAR,VER UN PÁJARO VOLAR,VEDERE UN UCCELLO VOLARE,VOIR UN OISEAU VOLER,EINEN VOGEL FLIEGEN SEHEN,鳥が飛ぶのを見る,とりがとぶのをみる,TORI GA TOBU NO O MIRU,EEN VOGEL ZIEN VLIEGEN,,,,,,
7,,EAT THE FOOD,COMER A COMIDA,COMER LA COMIDA,MANGIARE IL CIBO,MANGER LA NOURRITURE,DAS ESSEN ESSEN,食べ物を食べる,たべものをたべる,TABEMONO O TABERU,HET ETEN ETEN,,,,,,
7,,FINISH,TERMINAR,TERMINAR,FINIRE,TERMINER,BEENDEN,終わる,おわる,OWARU,AFMAKEN,,,,,,
7,,START,COMEÇAR,EMPEZAR,INIZIARE,COMMENCER,BEGINNEN,始める,はじめる,HAJIMERU,BEGINNEN,,,,,,
7,,LICK,LAMBER,LAMER,LECCARE,LÉCHER,LECKEN,舐める,なめる,NAMERU,LIKKEN,,,,,,
7,,POPSICLE,PICOLÉ,POLO,GHIACCIOLI,GLACE,STIELEIS,アイスキャンディー,あいすきゃんでぃー,AISU KYANDI-,IJSJE,,,,,,
7,,LICK POPSICLE,LAMBER PICOLÉ,LAMER POLO,LECCARE UN GHIACCIOLI,LÉCHER UNE GLACE,STIELEIS LECKEN,アイスを舐める,あいすをなめる,AISU O NAMERU,IJSJE LIKKEN,,,,,,
7,,PAW,PATA,PATA,ZAMPA,PATTE,PFOTE,足,あし,ASHI,POOT,,,,,,
7,,AN ANIMAL,UM ANIMAL,UN ANIMAL,UN ANIMALE,UN ANIMAL,EIN TIER,動物,どうぶつ,DOUBUTSU,DIER,,,,,,
7,,PET  ,ANIMAL DE ESTIMAÇÃO,MASCOTA,ANIMALE DOMESTICO,ANIMAL DE COMPAGNIE,HAUSTIER,ペット,ぺっと,PETTO,HUISDIER,,,,,,
7,,PET - ANIMAL,ANIMAL DE ESTIMAÇÃO – ANIMAL,MASCOTA – ANIMAL,ANIMALE DOMESTICO – ANIMALE,ANIMAL DE COMPAGNIE – ANIMAL,HAUSTIER – TIER,ペット – 動物,ぺっと – どうぶつ,PETTO – DOUBUTSU,HUISDIER – DIER,,,,,,
8,,TOWEL,TOALHA,TOALLA,ASCIUGAMANO,SERVIETTE,HANDTUCH,タオル,たおる,TAORU,HANDDOEK,,,,,,
8,,GET A TOWEL,PEGAR UMA TOALHA,AGARRAR UNA TOALLA,PRENDERE UN ASCIUGAMANO,PRENDRE UNE SERVIETTE,EIN HANDTUCH HOLEN,タオルを取る,たおるをとる,TAORU O TORU,EEN HANDDOEK PAKKEN,,,,,,
8,,BOWL,TIGELA,BOL,CIOTOLA,BOL,SCHÜSSEL,ボール,ぼーる,BO-RU,KOM,,,,,,
8,,BOWL OF RICE,TIGELA DE ARROZ,BOL DE ARROZ,CIOTOLA DI RISO,BOL DE RIZ,SCHÜSSEL MIT REIS,ご飯のボール,ごはんのぼーる,GOHAN NO BO-RU,KOM RIJST,,,,,,
8,,SPOON ,COLHER,CUCHARA,CUCCHIAIO,CUILLÈRE,LÖFFEL,スプーン,すぷーん,SUPU-N,LEPEL,,,,,,
8,,PLATE,PRATO,PLATO,PIATTO,ASSIETTE,TELLER,皿,さら,SARA,BORD,,,,,,
8,,"BOWL, A SPOON, AND A PLATE",TIGELA, COLHER E PRATO,BOL, CUCHARA Y PLATO,CIOTOLA,皿,さら, CUILLÈRE ET ASSIETTE,SCHÜSSEL, LÖFFEL UND TELLER,??????????,???????????,BO-RU TO SUPU-N TO SARA,KOM, LEPEL EN BORD
8,,OPEN – CLOSE,ABRIR – FECHAR,ABRIR – CERRAR,APRIRE – CHIUDERE,OUVRIR – FERMER,ÖFFNEN – SCHLIESSEN,開ける – 閉める,あける – しめる,AKERU – SHIMERU,OPENEN – SLUITEN,,,,,,
8,,POT,PANELA,OLLA,PENTOLA,CASSEROLE,TOPF,鍋,なべ,NABE,PAN,,,,,,
8,,POT OF RICE,PANELA DE ARROZ,OLLA DE ARROZ,PENTOLA DI RISO,CASSEROLE DE RIZ,REISTOPF,ご飯の鍋,ごはんのなべ,GOHAN NO NABE,RIJSTPAN,,,,,,
8,,MILK,LEITE,LECHE,LATTE,LAIT,MILCH,牛乳,ぎゅうにゅう,GYUUNYUU,MELK,,,,,,
8,,SPILL MILK,DERRAMAR LEITE,DERRAMAR LECHE,ROVERSCIARE LATTE,RENVERSER LE LAIT,MILCH VERSCHÜTTEN,牛乳をこぼす,ぎゅうにゅうをこぼす,GYUUNYUU O KOBOSU,MELK MORSSEN,,,,,,
8,,SPILL MILK ON THE TABLE,DERRAMAR LEITE NA MESA,DERRAMAR LECHE EN LA MESA,ROVERSCIARE LATTE SUL TAVOLO,RENVERSER LE LAIT SUR LA TABLE,MILCH AUF DEN TISCH VERSCHÜTTEN,テーブルに牛乳をこぼす,てーぶるにぎゅうにゅうをこぼす,TE-BURU NI GYUUNYUU O KOBOSU,MELK OP TAFEL MORSSEN,,,,,,
8,,SPILL RICE ON TABLE,DERRAMAR ARROZ NA MESA,DERRAMAR ARROZ EN LA MESA,ROVERSCIARE RISO SUL TAVOLO,RENVERSER LE RIZ SUR LA TABLE,REIS AUF DEN TISCH VERSCHÜTTEN,テーブルにご飯をこぼす,てーぶるにごはんをこぼす,TE-BURU NI GOHAN O KOBOSU,RIJST OP TAFEL MORSSEN,,,,,,
8,,IN THE BOX – ON THE BOX,NA CAIXA – SOBRE A CAIXA,EN LA CAJA – SOBRE LA CAJA,NELLA SCATOLA – SULLA SCATOLA,DANS LA BOÎTE – SUR LA BOÎTE,IN DER KISTE – AUF DER KISTE,箱の中 – 上,はこのなか – うえ,HAKO NO NAKA – UE,IN DE DOOS – OP DE DOOS,,,,,,
8,,ON THE TABLE,SOBRE A MESA,SOBRE LA MESA,SUL TAVOLO,SUR LA TABLE,AUF DEM TISCH,テーブルの上,てーぶるのうえ,TE-BURU NO UE,OP DE TAFEL,,,,,,
8,,FROM BRAZIL – TO GERMANY,DO BRASIL – PARA A ALEMANHA,DE BRASIL – A ALEMANIA,DAL BRASILE – ALLA GERMANIA,DU BRÉSIL – EN ALLEMAGNE,AUS BRASILIEN – NACH DEUTSCHLAND,ブラジルからドイツへ,ぶらじるからどいつへ,BURAJIRU KARA DOITSU E,VAN BRAZILIË NAAR DUITSLAND,,,,,,
8,,FROM THE PLATE,DO PRATO,DEL PLATO,DAL PIATTO,DE L’ASSIETTE,VOM TELLER,皿から,さらから,SARA KARA,VAN HET BORD,,,,,,
8,,SALT,SAL,SAL,SAL,SSEL,SALZ,塩,しお,SHIO,ZOUT,,,,,,
8,,PUT SALT IN BOWL WITH A SPOON,COLOCAR SAL NA TIGELA COM COLHER,PONER SAL EN EL BOL CON CUCHARA,METTERE SALE NELLA CIOTOLA CON UN CUCCHIAIO,METTRE DU SEL DANS LE BOL AVEC UNE CUILLÈRE,SALZ MIT LÖFFEL IN DIE SCHÜSSEL GEBEN,スプーンで塩を入れる,すぷーんでしおをいれる,SUPU-N DE SHIO O IRERU,ZOUT MET LEPEL TOEVOEGEN,,,,,,
8,,GET WATER,PEGAR ÁGUA,COGER AGUA,PRENDERE ACQUA,PRENDRE DE L’EAU,WASSER HOLEN,水を取る,みずをとる,MIZU O TORU,WATER HALEN,,,,,,
8,,POUR WATER IN THE BOWL,DESPEJAR ÁGUA NA TIGELA,VERTER AGUA EN EL BOL,VERSARE ACQUA NELLA CIOTOLA,VERSER DE L’EAU DANS LE BOL,WASSER IN DIE SCHÜSSEL GIESSEN,ボールに水を注ぐ,ぼーるにみずをそそぐ,BO-RU NI MIZU O SOSOGU,WATER IN KOM GIETEN,,,,,,
8,,EAT FOOD,COMER COMIDA,COMER COMIDA,MANGIARE CIBO,MANGER DE LA NOURRITURE,ESSEN ESSEN,食べ物を食べる,たべものをたべる,TABEMONO O TABERU,ETEN ETEN,,,,,,
8,,"EAT RICE WITH RICE WITH WATER, AND SALT",COMER ARROZ COM ÁGUA E SAL,COMER ARROZ CON AGUA Y SAL,MANGIARE RISO CON ACQUA E SALE,MANGER DU RIZ AVEC DE L’EAU ET DU SEL,REIS MIT WASSER UND SALZ ESSEN,水と塩でご飯を食べる,みずとしおでごはんをたべる,MIZU TO SHIO DE GOHAN O TABERU,RIJST MET WATER EN ZOUT ETEN,,,,,,
8,,CHEW,MASTIGAR,MASTICAR,MASTICARE,MÂCHER,KAUEN,噛む,かむ,KAMU,KAUWEN,,,,,,
8,,SWALLOW,ENGOLIR,TRAGAR,INGHIOTTIRE,AVALER,SCHLUCKEN,飲み込む,のみこむ,NOMIKOMU,DOORSLIKKEN,,,,,,
9,,GET – GRAB,PEGAR – AGARRAR,COGER – AGARRAR,PRENDERE – AFFERRARE,PRENDRE – SAISIR,NEHMEN – GREIFEN,取る – 掴む,とる – つかむ,TORU – TSUKAMU,PAKKEN – GRIJPEN,,,,,,
9,,BOOK,LIVRO,LIBRO,LIBRO,LIVRE,BUCH,本,ほん,HON,BOEK,,,,,,
9,,A BOOK – THE BOOK,UM LIVRO – O LIVRO,UN LIBRO – EL LIBRO,UN LIBRO – IL LIBRO,UN LIVRE – LE LIVRE,EIN BUCH – DAS BUCH,本 – その本,ほん – そのほん,HON – SONO HON,EEN BOEK – HET BOEK,,,,,,
9,,FROM BRAZIL – TO GERMANY,DO BRASIL – PARA A ALEMANHA,DE BRASIL – A ALEMANIA,DAL BRASILE – ALLA GERMANIA,DU BRÉSIL – EN ALLEMAGNE,AUS BRASILIEN – NACH DEUTSCHLAND,ブラジルからドイツへ,ぶらじるからどいつへ,BURAJIRU KARA DOITSU E,VAN BRAZILIË NAAR DUITSLAND,,,,,,
9,,THE SHELF,A PRATELEIRA,EL ESTANTE,LO SCAFFALE,L’ÉTAGÈRE,DAS REGAL,棚,たな,TANA,DE PLANK,,,,,,
9,,GET BOOK FROM SHELF,PEGAR LIVRO DA PRATELEIRA,COGER LIBRO DEL ESTANTE,PRENDERE LIBRO DALLO SCAFFALE,PRENDRE LE LIVRE DE L’ÉTAGÈRE,BUCH AUS DEM REGAL NEHMEN,棚から本を取る,たなからほんをとる,TANA KARA HON O TORU,BOEK VAN DE PLANK PAKKEN,,,,,,
9,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く – 走る,あるく – はしる,ARUKU – HASHIRU,LOPEN – RENNEN,,,,,,
9,,COMFORTABLE – UNCOMFORTABLE,CONFORTÁVEL – DESCONFORTÁVEL,CÓMODO – INCÓMODO,COMODO – SCOMODO,CONFORTABLE – INCONFORTABLE,BEQUEM – UNBEQUEM,快適 – 深い,かいてき – ふかい,KAITEKI – FUKAI,COMFORTABEL – ONGEMAKKELIJK,,,,,,
9,,CHAIR,CADEIRA,SILLA,SEDIA,CHAISE,STUHL,椅子,いす,ISU,STOEL,,,,,,
9,,COMFORTABLE CHAIR – UNCOMFORTABLE CHAIR,CADEIRA CONFORTÁVEL – DESCONFORTÁVEL,SILLA CÓMODA – INCÓMODA,SEDIA COMODA – SCOMODA,CHAISE CONFORTABLE – INCONFORTABLE,BEQUEMER – UNBEQUEMER STUHL,快適な椅子 – 深いな椅子,かいてきないいす – ふかいないす,KAITEKI NA ISU – FUKAI NA ISU,COMFORTABELE STOEL – ONGEMAKKELIJKE STOEL,,,,,,
9,,OPEN – CLOSE,ABRIR – FECHAR,ABRIR – CERRAR,APRIRE – CHIUDERE,OUVRIR – FERMER,ÖFFNEN – SCHLIESSEN,開ける – 閉める,あける – しめる,AKERU – SHIMERU,OPENEN – SLUITEN,,,,,,
9,,OPEN THE BOOK,ABRIR O LIVRO,ABRIR EL LIBRO,APRIRE IL LIBRO,OUVRIR LE LIVRE,DAS BUCH ÖFFNEN,本を開く,ほんをひらく,HON O HIRAKU,BOEK OPENEN,,,,,,
9,,READ,LER,LEER,LEGGERE,LIRE,LESEN,読む,よむ,YOMU,LEZEN,,,,,,
9,,FIRST – SECOND,PRIMEIRO – SEGUNDO,PRIMERO – SEGUNDO,PRIMO – SECONDO,PREMIER – DEUXIÈME,ERSTE – ZWEITE,最初 – 二番目,さいしょ – にばんめ,SAISHO – NIBANME,EERSTE – TWEEDE,,,,,,
9,,PAGE,PÁGINA,PÁGINA,PAGINA,PAGE,SEITE,ページ,ぺーじ,P?JI,PAGINA,,,,,,
9,,FIRST PAGE,PRIMEIRA PÁGINA,PRIMERA PÁGINA,PRIMA PAGINA,PREMIÈRE PAGE,ERSTE SEITE,最初のページ,さいしょのぺーじ,SAISHO NO P?JI,EERSTE PAGINA,,,,,,
9,,CAREFULLY – CARELESSLY,CUIDADOSAMENTE – DESCUIDADAMENTE,CON CUIDADO – SIN CUIDADO,CON CURA – SENZA CURA,AVEC SOIN – SANS SOIN,SORGFÄLTIG – UNACHTSAM,注意書き – いい加減に,ちゅういぶかく – いいかげんに,CHUUIBUKAKU – IIKAGEN NI,ZORGVULDIG – SLOORDIG,,,,,,
9,,FLIP,VIRAR,PASAR,GIRARE,TOURNER,UMBLÄTTERN,捲る,めくる,MEKURU,OMSLAAN,,,,,,
9,,FLIP THE PAGE,VIRAR A PÁGINA,PASAR LA PÁGINA,GIRARE LA PAGINA,TOURNER LA PAGE,SEITE UMBLÄTTERN,ページを捲る,ぺーじをめくる,P?JI O MEKURU,PAGINA OMSLAAN,,,,,,
9,,FINISH – START,TERMINAR – COMEÇAR,TERMINAR – EMPEZAR,FINIRE – INIZIARE,FINIR – COMMENCER,BEENDEN – BEGINNEN,終わる – 始める,おわる – はじめる,OWARU – HAJIMERU,AFMAKEN – BEGINNEN,,,,,,
9,,FINISHES READING,TERMINA DE LER,TERMINA DE LEER,FINISCE DI LEGGERE,FINIT DE LIRE,BEENDET DAS LESEN,読み終わる,よみおわる,YOMI OWARU,UITGELEZEN ZIJN,,,,,,
9,,STORY,HISTÓRIA,HISTORIA,STORIA,HISTOIRE,GESCHICHTE,物語,ものがたり,MONOGATARI,VERHAAL,,,,,,
9,,STORY OF CINDERELLA,HISTÓRIA DA CINDERELA,HISTORIA DE CENICIENTA,STORIA DI CENERENTOLA,HISTOIRE DE CENDRILLON,GESCHICHTE VON ASCHENPUTTEL,シンデレラの物語,しんでれらのものがたり,SHINDERERA NO MONOGATARI,VERHAAL VAN ASSEPOESTER,,,,,,
10,,WALK – RUN,ANDAR – CORRER,CAMINAR – CORRER,CAMMINARE – CORRERE,MARCHER – COURIR,GEHEN – RENNEN,歩く – 走る,あるく – はしる,ARUKU – HASHIRU,LOPEN – RENNEN,,,,,,
10,,KITCHEN,COZINHA,COCINA,CUCINA,CUISINE,KÜCHE,台所,だいどころ,DAIDOKORO,KEUKEN,,,,,,
10,,LIVING ROOM,SALA DE ESTAR,SALA DE ESTAR,SOGGIORNO,SALON,WOHNZIMMER,今,いま,IMA,WOONKAMER,,,,,,
10,,TEA,CHÁ,TÉ,TÈ,THÉ,TEE,お茶,おちゃ,OCHA,THEE,,,,,,
10,,BAG,SACO,BOLSA,SACCHETTO,SACHET,TÜTE,袋,ふくろ,FUKURO,ZAK,,,,,,
10,,TEA BAG,SACHÊ DE CHÁ,BOLSA DE TÉ,BUSTINA DI TÈ,SACHET DE THÉ,TEEBEUTEL,ティーバッグ,てぃーばっぐ,TI- BAGGU,THEEZAKJE,,,,,,
10,,PUT BOOK ON TABLE,COLOCAR LIVRO NA MESA,PONER LIBRO EN LA MESA,METTERE IL LIBRO SUL TAVOLO,POSER LE LIVRE SUR LA TABLE,BUCH AUF DEN TISCH LEGEN,本をテーブルに置く,ほんをてーぶるにおく,HON O TE-BURU NI OKU,BOEK OP TAFEL LEGGEN,,,,,,
10,,ON THE BOX – IN THE BOX,NA CAIXA – DENTRO DA CAIXA,EN LA CAJA – EN LA CAJA,NELLA SCATOLA – DENTRO LA SCATOLA,SUR LA BOÎTE – DANS LA BOÎTE,AUF DER KISTE – IN DER KISTE,箱の上 – 中,はこのうえ – なか,HAKO NO UE – NAKA,OP DE DOOS – IN DE DOOS,,,,,,
10,,CUP PUT TEA BAG IN THE CUP,COPO COLOCAR SACHÊ DE CHÁ NO COPO,PONER BOLSA DE TÉ EN LA TAZA,METTERE LA BUSTINA NELLA TAZZA,METTRE LE SACHET DANS LA TASSE,TEEBEUTEL IN DIE TASSE LEGEN,カップにティーバッグを入れる,かっぷにてぃーばっぐをいれる,KAPPU NI TI-BAGGU O IRERU,THEEZAKJE IN KOP DOEN,,,,,,
10,,GET TOWEL,PEGAR TOALHA,AGARRAR TOALLA,PRENDERE ASCIUGAMANO,PRENDRE SERVIETTE,HANDTUCH HOLEN,タオルを取る,たおるをとる,TAORU O TORU,HANDDOEK PAKKEN,,,,,,
10,,KETTLE ,CHALEIRA,HERVIDOR,BOLLITORE,BOUILLOIRE,WASSERKOCHER,薬缶,やかん,YAKAN,WATERKOKER,,,,,,
10,,TEA KETTLE,CHALEIRA DE CHÁ,HERVIDOR DE TÉ,BOLLITORE PER TÈ,BOUILLOIRE À THÉ,TEEKESSEL,ティーケトル,てぃーけとる,TI-KETORU,THEEKETEL,,,,,,
10,,GET TEA KETTLE,PEGAR CHALEIRA,COGER HERVIDOR,PRENDERE BOLLITORE,PRENDRE LA BOUILLOIRE,WASSERKOCHER HOLEN,薬缶を取る,やかんをとる,YAKAN O TORU,THEEKETEL PAKKEN,,,,,,
10,,PUT WATER IN TEA KETTLE,COLOCAR ÁGUA NA CHALEIRA,PONER AGUA EN EL HERVIDOR,METTERE ACQUA NEL BOLLITORE,METTRE DE L’EAU DANS LA BOUILLOIRE,WASSER IN DEN KOCHER GEBEN,薬缶に水を入れる,やかんにみずをいれる,YAKAN NI MIZU O IRERU,WATER IN KETEL DOEN,,,,,,
10,,STOVE,FOGÃO,COCINA,FORNELLO,CUISINIÈRE,HERD,コンロ,こんろ,KONRO,FORNUIS,,,,,,
